EventID,NodeID,ChoiceID,EventName,ExperiencePurpose,PlayerPerceivedChange,PresentationMode,PresentationType,Speaker,BodyText,ChoiceText,NextNodeID,TimeDelta,WillDelta,PersonalXpDelta,SocialXpDelta,TechnicalXpDelta,SamAffinityDelta,JinaAffinityDelta,FayeAffinityDelta,BenjaminAffinityDelta,BorichiAffinityDelta,DiyaAffinityDelta,State1ID,State1Change,State2ID,State2Change,State3ID,State3Change,QuestAction,QuestID,QuestStepID,EmitEventID,ResultTextOverride,SoftStat,SoftRequirement,HardConditionLogic,HardCond1Type,HardCond1Key,HardCond1Operator,HardCond1Value,HardCond2Type,HardCond2Key,HardCond2Operator,HardCond2Value,Active,WriterNote
EVT_ACT_W3_FUTURE_JINA,N01,,지나의 대답 개방,폭풍 종료 예측 이후 각 인물의 미래 입장 대화를 연다.,해당 인물에게 '폭풍 뒤의 삶' 퀘스트 상호작용이 생긴다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,v1.6: 자동 Quest 수락 제거. OFFER 상호작용으로 대체되어 비활성.
EVT_ACT_W3_FUTURE_FAYE,N01,,페이의 대답 개방,폭풍 종료 예측 이후 각 인물의 미래 입장 대화를 연다.,해당 인물에게 '폭풍 뒤의 삶' 퀘스트 상호작용이 생긴다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,v1.6: 자동 Quest 수락 제거. OFFER 상호작용으로 대체되어 비활성.
EVT_ACT_W3_FUTURE_BEN,N01,,벤자민의 대답 개방,폭풍 종료 예측 이후 각 인물의 미래 입장 대화를 연다.,해당 인물에게 '폭풍 뒤의 삶' 퀘스트 상호작용이 생긴다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,v1.6: 자동 Quest 수락 제거. OFFER 상호작용으로 대체되어 비활성.
EVT_ACT_W3_FUTURE_BOR,N01,,보리치의 대답 개방,폭풍 종료 예측 이후 각 인물의 미래 입장 대화를 연다.,해당 인물에게 '폭풍 뒤의 삶' 퀘스트 상호작용이 생긴다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,v1.6: 자동 Quest 수락 제거. OFFER 상호작용으로 대체되어 비활성.
EVT_ACT_W3_FUTURE_DIYA,N01,,디야의 대답 개방,폭풍 종료 예측 이후 각 인물의 미래 입장 대화를 연다.,해당 인물에게 '폭풍 뒤의 삶' 퀘스트 상호작용이 생긴다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,v1.6: 자동 Quest 수락 제거. OFFER 상호작용으로 대체되어 비활성.
EVT_W3_SAM_LEAVE,N01,,샘이 떠나는 쪽으로 기울다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,샘이 떠나는 쪽으로 기울다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_SAM,SET LEAVE,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_SAM,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_SAM_STAY,N01,,샘이 정착 가능성을 인정하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,샘이 정착 가능성을 인정하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_SAM,SET STAY,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_SAM,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_JINA_LEAVE,N01,,지나가 출항을 지지하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,지나가 출항을 지지하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_JINA,SET LEAVE,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_JINA,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_JINA_STAY,N01,,지나가 정착을 다시 계산하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,지나가 정착을 다시 계산하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_JINA,SET STAY,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_JINA,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_FAYE_LEAVE,N01,,페이가 출항을 지지하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,페이가 출항을 지지하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_FAYE,SET LEAVE,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_FAYE,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_FAYE_STAY,N01,,페이가 기술적 정착 가능성을 인정하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,페이가 기술적 정착 가능성을 인정하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_FAYE,SET STAY,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_FAYE,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_BEN_STAY,N01,,벤자민이 남는 입장을 유지하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,벤자민이 남는 입장을 유지하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_BENJAMIN,SET STAY,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_BENJAMIN,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_BEN_LEAVE,N01,,벤자민이 떠나는 선택도 받아들이다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,벤자민이 떠나는 선택도 받아들이다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_BENJAMIN,SET LEAVE,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_BENJAMIN,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_BOR_LEAVE,N01,,보리치가 출항을 지지하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,보리치가 출항을 지지하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_BORICHI,SET LEAVE,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_BORICHI,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_BOR_STAY,N01,,보리치가 관리 가능한 정착 위험을 인정하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,보리치가 관리 가능한 정착 위험을 인정하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_BORICHI,SET STAY,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_BORICHI,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_DIYA_STAY,N01,,디야가 정착 입장을 강화하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,디야가 정착 입장을 강화하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_DIYA,SET STAY,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_DIYA,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_DIYA_LEAVE,N01,,디야가 공동체와 장소를 분리해 생각하다,플레이어의 대화 선택이 인물의 최종 노선 입장에 실제 영향을 주게 한다.,디야가 공동체와 장소를 분리해 생각하다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,STA_STANCE_DIYA,SET LEAVE,STA_W3_FUTURE_TALKS_DONE,ADD 1,,,COMPLETE_QUEST,QST_CHAR_DIYA,,,,,,,,,,,,,,,TRUE,v1.6: 해당 Character 장기 퀘스트가 ACTIVE일 때만 완료.
EVT_W3_FUTURE_TALKS_COMPLETE,N01,,모두의 입장을 들었다,여섯 인물의 미래 입장을 한 번씩 다룬 뒤 Main을 마무리한다.,주요 인물 모두가 폭풍 이후의 입장을 말한 상태가 된다.,SILENT,NONE,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,QSTEP_W3_MAIN_04_FUTURE_01 완료 Event.
EVT_W3_DAY21_STORM_END,N01,,폭풍이 그치다,21일간의 선택을 공간의 결과로 확인하는 결산 단계로 전환한다.,모래가 선체를 때리는 소리가 잦아들고 외부 시야가 조금씩 열린다.,NARRATIVE,NARRATION,NARRATOR,7일간의 폭풍이 끝났다. 이제 밖으로 나가 무엇이 남았는지 확인할 수 있다.,계속,,0,0,0,0,0,,,,,,,,,,,,,ACTIVATE_QUEST,QST_W3_MAIN_05_DAY21,,,,,,,,,,,,,,,TRUE,
EVT_W3_OUTSIDE_ASSESSED,N01,,폭풍 뒤의 행성을 보다,플레이어가 Week2 보존 투자와 Week3 생존 투자의 결과를 시각적으로 확인한다.,거주지·오아시스·묘지·수송선 외부의 보존 상태가 실제 풍경으로 드러난다.,NARRATIVE,NARRATION,NARRATOR,무엇을 지켰고 무엇을 포기했는지가 눈앞의 풍경으로 남아 있다.,계속,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,향후 EndingEvaluator가 4개 보존도 + 4개 수송선 안정도 + 6명 입장을 평가.
EVT_W2_PUBLIC_REACTION,N01,,공개된 위험의 후폭풍,Week1 전면 공개가 Week2의 사회적 부담과 자발적 준비로 이어졌음을 체감시킨다.,"주민들이 먼저 짐을 싸고 움직이지만, 불안과 항의도 함께 커진다.",NARRATIVE,NARRATION,NARRATOR,사람들은 이미 위험을 알고 있었다. 몇몇 준비는 스스로 시작됐지만 분위기는 날카롭다.,계속,,0,0,0,0,0,,,,,,,STA_W2_EVAC_PROGRESS,ADD 1,STA_W3_HABIT_STABILITY,ADD -1,,,,,,,,,,,,,,,,,,,TRUE,
EVT_W2_LIMITED_REACTION,N01,,제한 공개의 조용한 부담,Week1 제한 공개가 Week2의 기술적·관리적 책임 집중으로 이어졌음을 체감시킨다.,"대부분은 평소처럼 움직이고, 준비를 아는 소수만 조용히 수송선 작업을 시작한다.",NARRATIVE,NARRATION,NARRATOR,혼란은 적다. 대신 수송선 준비는 제이와 기술자들이 직접 떠안아야 한다.,계속,,0,0,0,0,0,,,,,,,STA_W3_TECH_STABILITY,ADD 1,,,,,,,,,,,,,,,,,,,,,TRUE,
EVT_W1_GAME_START,N02,,다시 눈을 뜨다,가장 친했던 동료의 변화에서 시간 공백을 체감한다.,벤자민이 제이의 상태를 확인하며 깨어난 것을 반긴다.,NARRATIVE,DIALOGUE,CHA_BENJAMIN,“제이. 들려?” 벤자민은 웃으려다가 그만둔다. “좋아. 눈은 제대로 뜨네. 천천히 일어나. 네가 생각하는 것보다 시간이 많이 지났어.”,얼마나 지났는데?,N03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,벤자민이 제이를 직접 깨우는 오프닝.
EVT_W1_GAME_START,N03,,다시 눈을 뜨다,출항 목표보다 ‘현재 상황 파악’을 플레이어의 첫 목표로 둔다.,사고와 생존자들에 대한 최소 정보만 듣는다.,NARRATIVE,DIALOGUE,PLAYER,"기억은 이어져 있다. 지구를 떠났고, 다른 행성으로 향했고, 그리고 착륙 직전까지. 그 다음이 비어 있다.",사고 뒤엔 무슨 일이 있었어?,N04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
EVT_W1_GAME_START,N04,,다시 눈을 뜨다,플레이어를 허브로 내보내고 핵심 동료 6명 재회 Main을 시작한다.,"벤자민과 재회가 체크되고, 다른 동료들을 직접 만나야 한다는 현재 목표가 생긴다.",NARRATIVE,DIALOGUE,CHA_BENJAMIN,"“우린 불시착했고, 살아남은 사람들은 여기서 버텼어. 네가 기억하는 그대로인 사람은 별로 없을 거야.” 벤자민은 잠깐 말을 멈춘다. “샘부터 만나. 아니, 그냥 다 만나봐. 네가 직접 보는 게 나아.”",밖으로 나간다.,,,,,,,,,,,,,STA_W1_MET_BENJAMIN,SET TRUE,STA_W1_REUNION_COUNT,ADD 1,,,,,,,,,,,,,,,,,,,TRUE,도입 Main 체크리스트의 벤자민 항목을 시작부터 완료.
